;document_no;cominant_topic;topic_perc_contrib;keywords;tokens
1877;1877;3;0.3907;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['emmanuelmacron', 'ira', 'roumanie', 'mardi', 'rencontrer', 'soldat', 'francais', 'operation', 'aigle', 'declenchee', 'attaque', 'lendemain', 'moldavie', 'deux', 'pays', 'limitrophes']
1878;1878;1;0.34;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['hommage', 'frederic', 'leclerc', 'imhoff', 'bfmtv', 'tombe', 'exercant', 'metier', 'journaliste']
1879;1879;0;0.2638;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['france', 'fournit', 'obus', 'sousmunitions', 'interdit', 'censee', 'avoir', 'detruits']
1880;1880;0;0.3104;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['flash', 'afrique', 'menacee', 'veritablement', 'famine', 'cause', 'estime', 'president', 'senegal', 'macky', 'sall', 'bfmtv', 'ukrainewar']
1881;1881;0;0.3274;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['armee', 'ukrainien', 'perd', 'desormais', 'entre', 'personne', 'jour', 'selon', 'mykhailo', 'podoliak', 'conseiller', 'president', 'zelensky']
1882;1882;2;0.3258;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['histoire', 'naufrage', 'fiasco', 'diplomatique', 'rare', 'violence', 'fiasco', 'diplomatique', 'emmanuel', 'macron', 'emmanuelmacron']
1883;1883;3;0.3186;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['soldat', 'ukrainien', 'font', 'partie', 'bataillon', 'transcarpatie', 'journaliste', 'margaux', 'rencontre', 'quelques', 'semaine', 'leurs', 'tranchees', 'orikhiv', 'raconte']
1884;1884;0;0.3561;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['ncov', 'lacolitruche', 'faut', 'dire', 'bien', 'raison', 'car', 'soutient', 'parce', 'gentil', 'ci', 'dessou', 'gentil', 'ukrainien', 'inspecte', 'disant', 'degats', 'bombardement', 'tres', 'vilain', 'exposant', 'magnifique', 'tatouage', 'visiblement', 'derange', 'reuters']
1885;1885;3;0.35;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['biden', 'assure', 'zelensky', 'voulait', 'entendre', 'avertissement', 'invasion', 'suivez', 'direct']
1886;1886;0;0.3286;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['occident', 'insurge', 'condamnation', 'mort', 'mercenaire', 'etrangers', 'personne', 'parle', 'massacre', 'civil', 'perpetres', 'pendant', 'an', 'regime', 'kiev', 'juin', 'luganskl', 'ukraina', 'massacre', 'civil', 'donbass']
1887;1887;3;0.3334;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['document', 'officiel', 'ukrainien', 'indiquent', 'france', 'fourni', 'obus', 'ogr', 'millimètre', 'kiev', 'fameux', 'obus', 'sou', 'munition', 'france', 'censee', 'avoir', 'totalement', 'detruits', 'interdiction', 'transferer', 'pays', 'tiers']
1888;1888;3;0.4157;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['port', 'odessa', 'paralyse', 'blocus', 'directeur', 'executif', 'programme', 'alimentaire', 'mondial', 'declare', 'si', 'blocus', 'port', 'ukrainien', 'rapidement', 'leve', 'million', 'personne', 'monde', 'mourront']
1889;1889;0;0.3103;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['direct', 'volodymyr', 'zelensky', 'refuse', 'lever', 'interdiction', 'homme', 'age', 'an', 'quitter', 'comme', 'demandait', 'petition']
1890;1890;3;0.4569;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['front', 'sud', 'littoral', 'nikolaiev', 'toute', 'zone', 'sou', 'controle', 'navire', 'flotte', 'kiev', 'moins', 'rares', 'petit', 'unites', 'restait', 'ochakov', 'ete', 'demilitarises']
1891;1891;2;0.3716;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['direct', 'ursula', 'von', 'der', 'leyen', 'visite', 'kiev', 'parler', 'integration', 'europeenne']
1892;1892;1;0.2972;france, plus, conflit, faire, monde, leurs, avant, dont, commercial, etait;['entreprise', 'occidental', 'perdu', 'plus', 'milliard', 'dollar', 'apres', 'avoir', 'quitte', 'revele', 'the', 'wall', 'street', 'journal', 'faute', 'zelensky', 'poutine']
1893;1893;3;0.3335;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['front', 'nord', 'kharkov', 'troupe', 'renforcent', 'ver', 'ternova', 'controlent', 'deux', 'rive', 'riviere', 'murom', 'reservoir', 'mercenaire', 'etrangers', 'arrivent', 'stary', 'saltov', 'plus', 'renfort', 'def', 'terr', 'unites', 'brig']
1894;1894;0;0.281;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['corinnereverbel', 'passionsdelisah', 'si', 'dossier', 'macron', 'foire', 'moindre', 'mal']
1895;1895;0;0.3426;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['russiaukrainecrisis', 'onu', 'prophetise', 'famine', 'pauvrete', 'suite', 'deux', 'malheur', 'fait', 'cause', 'plandemie', 'procrastination', 'mondialiste', 'etant', 'facteur', 'aggravant', 'pire', 'encore', 'malgre', 'sombre', 'prophetie']
1896;1896;4;0.2734;soutien, faut, situation, centre, sanction, krementchouk, moldavie, bombardement, crise, toutes;['grand', 'entretien', 'ouestfrance', 'menu', 'plusieurs', 'sujet', 'alimentation', 'agriculture', 'climat', 'geopolitique', 'afrique', 'mediterranee', 'chine', 'covid', 'france', 'ue', 'logistique']
1897;1897;3;0.3701;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['civil', 'utilises', 'comme', 'otage', 'vice', 'premiere', 'ministre', 'iryna', 'verechtchouk', 'evoque', 'premiere', 'foi', 'sort', 'civil', 'ukrainien', 'detenus', 'territoire', 'occupes', 'dont', 'femme', 'enfant', 'non', 'accompagnes']
1898;1898;2;0.389;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['direct', 'ursula', 'von', 'der', 'leyen', 'kyiv', 'parler', 'integration', 'europeenne']
1899;1899;0;0.3007;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['fiasco', 'diplomatique', 'emmanuelmacron']
1900;1900;2;0.3396;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['ursula', 'von', 'der', 'leyen', 'kiev', 'parler', 'integration', 'europeenne', 'recu', 'mandat', 'patronne', 'bruxelles', 'veut', 'rentre', 'orbite', 'economique', 'allemagne', 'besoin', 'main', 'oeuvre', 'low', 'cost', 'tant', 'pis', 'agriculteur', 'francais', 'frexit']
1901;1901;3;0.346;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['coup', 'eclat', 'ukranien', 'ver', 'kherson', 'deux', 'generaux', 'plusieurs', 'dizaine', 'soldat', 'tues', 'dont', 'apparemment', 'bcp', 'syrien', 'generaux', 'tues', 'etoiles', 'demi', 'leurs', 'fonction']
1902;1902;3;0.4427;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['direct', 'sud', 'occupe', 'premier', 'passeport', 'russe', 'remis', 'habitant', 'ukrainien']
1903;1903;0;0.3594;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['france', 'fournit', 'obus', 'sou', 'munition', 'interdit', 'censee', 'avoir', 'detruits', 'donbass', 'insider', 'via', 'shareaholic']
1904;1904;2;0.3496;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['ursula', 'von', 'der', 'leyen', 'favorable', 'entree', 'ue', 'recu', 'feu', 'vert', 'scholz', 'chancelier', 'veut', 'froisser', 'macron', 'beaucoup', 'plus', 'prudent', 'jeu', 'role', 'subtil', 'sou', 'couvert', 'europe', 'allemagne', 'avance', 'pion', 'frexit']
1905;1905;3;0.3745;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['totalement', 'inacceptable', 'contraire', 'valeur', 'fondamentales', 'etudiants', 'etrangers', 'fui', 'doivent', 'pouvoir', 'continuer', 'etudier', 'ici', 'tant', 'condition', 'reunies', 'retour', 'securite', 'universites', 'detruites']
1906;1906;0;0.2491;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['lire', 'thread', 'historien', 'timothydsnyder', 'prevoit', 'faim', 'affamer', 'monde', 'gagner', 'allemagne', 'nazi', 'urss', 'staline', 'deja', 'utilise', 'ble', 'ukrainien', 'comme', 'arme']
1907;1907;0;0.4466;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['pays', 'unioneuropeenne', 'opposes', 'entree', 'paysbas', 'danemark', 'suede', 'france', 'travers', 'visite', 'emmanuelmacron', 'kiev', 'pourrait', 'terme', 'presidence', 'conseilue', 'apporter', 'appui', 'decisif', 'candidature']
1908;1908;0;0.2492;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['sans', 'doute', 'statut', 'candidat', 'entrer', 'unioneuropeenne', 'signifie', 'remplira', 'toutes', 'condition', 'mise', 'conformite', 'etat', 'droit', 'desir', 'peuple', 'fin', 'corruption', 'faudra', 'plusieurs', 'annees', 'entre']
1909;1909;0;0.2489;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['femme', 'prevenues', 'pouvez', 'montrer', 'sein', 'protester', 'contre', 'amusez', 'poser', 'question', 'macron', 'composition', 'gouvernement', 'laura', 'rayana', 'jevotenupes', 'nupes', 'vcommevictoire', 'legislatives']
1910;1910;3;0.252;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['slavaukrayini', 'solidarite', 'soutien', 'peuple', 'ukrainien']
1911;1911;0;0.3915;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['melenchon', 'ecrit', 'riche', 'reserve', 'esclave', 'entendu', 'seul', 'journaliste', 'pendant', 'presidentielle', 'legislatives', 'demander', 'justifier', 'propos', 'encore', 'plus', 'scandaleux', 'depuis', 'invasion', 'pays', 'nupes']
1912;1912;0;0.2639;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['direct', 'jusqu', 'tonne', 'cereales', 'detruits', 'entrepot', 'mikolaiv']
1913;1913;0;0.2351;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['verite', 'emerge', 'lentement', 'surement', 'ancien', 'cheffe', 'droit', 'homme', 'ukrainien', 'admet', 'avoir', 'promu', 'horribles', 'fake', 'news']
1914;1914;0;0.3856;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['mercenaire', 'matthew', 'robinson', 'entraine', 'troupe', 'regime', 'kiev', 'evoque', 'times', 'problemes', 'armee', 'ukrainien', 'force', 'subissent', 'lourde', 'perte', 'jusqu', 'militaire', 'forme', 'robinson', 'ete', 'tues', 'environ']
1915;1915;2;0.2883;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['excellent', 'papier', 'lerubicon', 'org', 'maria', 'popova', 'amp', 'oxanashevel', 'condition', 'securite', 'lt', 'defaite', 'meme', 'si', 'suppose', 'retour', 'avant', 'retour', 'cooperation', 'avant', 'integration', 'ue', 'otan']
1916;1916;0;0.2958;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['macron', 'veut', 'occuper', 'ble', 'commence', 'occuper', 'delinquance', 'voyoucratie', 'pays', 'avant', 'aller', 'voir', 'autres']
1917;1917;0;0.3442;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['quand', 'libe', 'faisait', 'debunkage', 'etait', 'avant', 'filon', 'philippot', 'melenchon', 'avocat', 'regime', 'assad']
1918;1918;3;0.3335;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['verite', 'eclate', 'lyudmila', 'denisova', 'mediatrice', 'droit', 'homme', 'avoue', 'avoir', 'menti', 'viol', 'enfant', 'russe', 'zelensky', 'etait', 'meme', 'venu', 'rencherir', 'ajoutant', 'bebe', 'victime', 'viol', 'afin', 'alimenter', 'mensonge']
1919;1919;0;0.3273;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['direct', 'reponse', 'kyiv', 'semaine', 'prochaine', 'integration', 'europe', 'selon', 'von', 'der', 'leyen']
1920;1920;0;0.3442;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['nathalie', 'infirmiere', 'strasbourg', 'vanderleyen', 'legitimite', 'peuple', 'europeens', 'inclure', 'europe', 'aller', 'defier', 'poutine', 'kiev']
1921;1921;3;0.3477;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['trouve', 'arme', 'biologiques', 'force', 'russe', 'recherchaient', 'aussi', 'decouvert', 'sou', 'sol', 'azovstal', 'utilisation', 'oiseau', 'migrateur', 'transporter', 'germe', 'pathogenes', 'ver', 'autres', 'pays']
1922;1922;3;0.3335;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['militaire', 'ukrainien', 'etaient', 'captivite', 'abord', 'declare', 'connaissaient', 'circonstance', 'massacre', 'officier', 'puis', 'avere', 'etaient', 'directement', 'impliques', 'massacre', 'operationz']
1923;1923;0;0.3535;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['allocution', 'samedi', 'president', 'zelensky', 'affirme', 'plus', 'soldat', 'russe', 'perdu', 'vie', 'combat', 'pays', 'depuis', 'debut', 'invasion']
1924;1924;2;0.259;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['commission', 'europeenne', 'trancher', 'elargissement', 'ue', 'role', 'etats', 'depuis', 'crise', 'covid', 'commission', 'cesse', 'attribuer', 'competences', 'sournoisement', 'pleine', 'derive']
1925;1925;3;0.3528;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['direct', 'mcdo', 'rouvre', 'moscou', 'nouveau', 'nom', 'nouveau', 'logo']
1926;1926;0;0.3638;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['atroce', 'strategie', 'poutine', 'cherche', 'affamer', 'afrique', 'asie', 'afin', 'pression', 'montent', 'mettre', 'fin', 'reconnaitre', 'conquetes', 'russe', 'cela', 'rend', 'encore', 'plus', 'scandaleuses', 'compromission', 'responsable', 'politique', 'pro', 'poutine']
1927;1927;0;0.2811;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['crime', 'unioneuropeenne', 'soutient', 'financierement', 'courpenaleinternationale']
1928;1928;3;0.2864;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['cargaison', 'ble', 'vole', 'poutine', 'deja', 'ete', 'livree', 'assad', 'pkoi', 'admin', 'biden', 'etats', 'membre', 'ue', 'ferment', 'yeux', 'alors', 'cesaract', 'contourne', 'assad', 'sans', 'cela', 'provoque', 'reaction', 'usa', 'exemple', 'compromission', 'sans', 'fin', 'encontre', 'assad']
1929;1929;0;0.3855;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['apres', 'avoir', 'declare', 'forum', 'davos', 'concession', 'kiev', 'moscou', 'etaient', 'necessaires', 'appele', 'occident', 'influencer', 'sunday', 'times', 'britannique', 'publie', 'conversation', 'ancien', 'ancien', 'secretaire', 'etat', 'etats', 'uni']
1930;1930;2;0.3098;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['eme', 'jour', 'menee', 'standwithukraine', 'in', 'pari', 'berlin', 'amp', 'amsterdam', 'europestandswithukraine', 'europe', 'timeforuaineu', 'franceukrainesolidarite', 'stoprussianow', 'stoprussianaggression']
1931;1931;0;0.2776;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['flash', 'accord', 'budapest', 'crimee', 'etait', 'region', 'independante', 'profitant', 'pouvoir', 'affaibli', 'sou', 'influence', 'us', 'envoye', 'force', 'speciales', 'recuperer', 'crimee', 'crimee', 'etait', 'concernee', 'accord', 'budapest']
1932;1932;0;0.3442;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['comment', 'petit', 'drone', 'loisir', 'ado', 'kiev', 'mis', 'convoi', 'armee', 'deroute']
1933;1933;0;0.2896;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['lecture', 'quoi', 'mieux', 'bon', 'roman', 'policier', 'humaniste', 'comprendre', 'donbass', 'drame', 'contradiction', 'benvtk', 'correspondant', 'lemondefr', 'moscou', 'familier', 'paru', 'disponible', 'livredepoche']
1934;1934;0;0.3562;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['toutes', 'infrastructure', 'detruites', 'dur', 'savoir', 'combien', 'temps', 'peut', 'tenir', 'regardez', 'entretien', 'realise', 'michel', 'scott', 'envoye', 'special', 'gouverneur', 'louhansk', 'combat', 'font', 'rage']
1935;1935;3;0.4682;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['onu', 'confirme', 'premier', 'decompte', 'viol', 'moitie', 'enfant']
1936;1936;0;0.3156;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['extrait', 'emission', 'hier', 'bfmtv', 'animee', 'alicedarfeuille', 'revenu', 'statut', 'pays', 'candidat', 'ue', 'doit', 'absolument', 'etre', 'accorde', 'lors', 'conseil', 'europeen', 'juin', 'enjeu', 'majeur', 'pfue']
1937;1937;3;0.3744;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['commence', 'distribuer', 'passeport', 'habitant', 'plusieurs', 'ville', 'occupees']
1938;1938;3;0.2513;ukrainien, ete, russe, depuis, apres, jour, civil, mort, francais, crime;['dit', 'devon', 'preparer', 'etre', 'prets', 'partir', 'demain', 'matin', 'cemat', 'fr', 'armeedeterre', 'thread', 'interview', 'mcabirol', 'eurosatory']
1939;1939;2;0.4292;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['juin', 'tout', 'autour', 'commission', 'europeenne', 'bruxelles', 'soutenir', 'statut', 'pays', 'candidat', 'union', 'europeenne', 'standwithukraine', 'ukraineiseurope', 'europe', 'timeforuaineu', 'europestandswithukraine']
1940;1940;2;0.2953;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['juin', 'pari', 'bruxelles', 'kyiv', 'devant', 'commission', 'europeenne', 'europe', 'standwithukraine', 'timeforuaineu', 'ukraineiseurope']
1941;1941;2;0.2483;macron, ue, europe, va, missile, comme, si, candidat, amp, doit;['image', 'plein', 'symbole', 'deputee', 'kira', 'rudik', 'kiraincongress', 'achraf', 'cite', 'resistants', 'iran', 'albanie', 'resistances', 'peuple', 'determines', 'confrontees', 'complaisance', 'etats', 'devant', 'ignominie', 'dernier', 'mot', 'victoire', 'appartient']
1942;1942;0;0.3405;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['recueillement', 'place', 'maidan', 'kyiv', 'devant', 'emouvant', 'monument', 'improvise', 'deja', 'mort', 'suite', 'agression', 'question', 'lancinante', 'peut', 'bien', 'justifier', 'part', 'agression', 'aussi', 'brutal', 'gratuite', 'nation', 'pacifique']
1943;1943;0;0.304;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['usa', 'bien', 'loin', 'pouvoir', 'remporter', 'victoire', 'militaire', 'chine', 'moment', 'occupes', 'aide', 'apporter', 'affaiblir', 'durablement', 'cela', 'expliquerait', 'montee', 'creneau', 'ministre', 'chinois', 'defense', 'sans', 'precedent']
1944;1944;0;0.4879;poutine, contre, kiev, fait, pays, zelensky, otan, arme, president, frappe;['partir', 'juin', 'commence', 'mobilisation', 'femme', 'sic', 'transit', 'gloria', 'mundi', 'occidentalis', 'mobilisation', 'femme', 'annonce', 'officiel', 'russiaukrainewar', 'va', 'mal', 'tres', 'mal', 'heros', 'zelensky', 'fait', 'annonce']
